Nombre,Categoría,Calificación,Precio promedio (USD),Número de reseñas,Latitud,Longitud,geometry,departamento
Restaurante 819,Francesa,3.2,30,383,6.3,-76.44,POINT (-76.44 6.3),ANTIOQUIA
Restaurante 820,China,1.8,16,353,4.71,-74.28,POINT (-74.28 4.71),CUNDINAMARCA
Restaurante 821,Mexicana,4.0,26,140,5.08,-76.47,POINT (-76.47 5.08),CHOCO
Restaurante 822,Francesa,4.2,23,441,5.29,-75.11,POINT (-75.11 5.29),CALDAS
Restaurante 823,Peruana,3.2,42,233,6.2,-74.19,POINT (-74.19 6.2),SANTANDER
Restaurante 824,China,3.0,20,66,4.17,-75.93,POINT (-75.93 4.17),VALLE DEL CAUCA
Restaurante 825,Mexicana,1.5,22,61,5.23,-75.89,POINT (-75.89 5.23),RISARALDA
Restaurante 826,Colombiana,1.3,10,215,4.37,-76.5,POINT (-76.5 4.37),VALLE DEL CAUCA
Restaurante 827,Francesa,2.4,43,195,4.05,-76.34,POINT (-76.34 4.05),VALLE DEL CAUCA
Restaurante 828,Francesa,2.2,18,331,3.65,-76.39,POINT (-76.39 3.65),VALLE DEL CAUCA
Restaurante 829,Colombiana,4.8,22,86,5.26,-74.53,POINT (-74.53 5.26),CUNDINAMARCA
Restaurante 830,Peruana,4.1,46,119,6.05,-74.49,POINT (-74.49 6.05),BOYACA
Restaurante 831,Italiana,3.6,39,218,4.45,-74.76,POINT (-74.76 4.45),CUNDINAMARCA
Restaurante 832,Mexicana,3.1,46,384,5.06,-75.65,POINT (-75.65 5.06),CALDAS
Restaurante 833,Colombiana,1.7,16,219,5.33,-74.53,POINT (-74.53 5.33),CUNDINAMARCA
Restaurante 834,Francesa,4.9,23,302,4.64,-75.2,POINT (-75.2 4.64),TOLIMA
Restaurante 835,Mexicana,2.5,15,395,6.11,-75.77,POINT (-75.77 6.11),ANTIOQUIA
Restaurante 836,Peruana,1.4,43,346,4.49,-75.45,POINT (-75.45 4.49),TOLIMA
Restaurante 837,Mexicana,3.0,25,480,3.78,-76.34,POINT (-76.34 3.78),VALLE DEL CAUCA
Restaurante 838,Italiana,4.5,46,191,3.83,-74.23,POINT (-74.23 3.83),META
Restaurante 839,Francesa,4.5,45,434,6.07,-75.01,POINT (-75.01 6.07),ANTIOQUIA
Restaurante 840,China,1.0,15,322,6.36,-74.75,POINT (-74.75 6.36),ANTIOQUIA
Restaurante 841,Italiana,4.5,17,274,4.27,-74.88,POINT (-74.88 4.27),CUNDINAMARCA
Restaurante 842,Italiana,2.1,33,232,3.83,-74.9,POINT (-74.9 3.83),TOLIMA
Restaurante 843,China,1.2,12,270,4.85,-76.46,POINT (-76.46 4.85),CHOCO
Restaurante 844,China,4.4,13,102,5.53,-75.24,POINT (-75.24 5.53),ANTIOQUIA
Restaurante 845,Peruana,4.5,41,167,5.24,-74.53,POINT (-74.53 5.24),CUNDINAMARCA
Restaurante 846,Peruana,3.4,10,414,6.25,-76.39,POINT (-76.39 6.25),ANTIOQUIA
Restaurante 847,Italiana,3.3,43,208,5.85,-74.21,POINT (-74.21 5.85),BOYACA
Restaurante 848,Mexicana,4.3,18,495,6.01,-75.48,POINT (-75.48 6.01),ANTIOQUIA
Restaurante 849,Colombiana,4.1,21,185,5.03,-75.8,POINT (-75.8 5.03),CALDAS
Restaurante 850,Colombiana,4.6,19,463,4.38,-75.22,POINT (-75.22 4.38),TOLIMA
Restaurante 851,Italiana,3.2,19,126,5.51,-74.58,POINT (-74.58 5.51),CUNDINAMARCA
Restaurante 852,Mexicana,4.9,32,385,4.72,-75.36,POINT (-75.36 4.72),TOLIMA
Restaurante 853,China,5.0,15,499,4.26,-74.95,POINT (-74.95 4.26),TOLIMA
Restaurante 854,Japonesa,1.5,33,94,3.86,-75.3,POINT (-75.3 3.86),TOLIMA
Restaurante 855,Italiana,4.4,33,67,4.98,-74.98,POINT (-74.98 4.98),TOLIMA
Restaurante 856,Francesa,3.0,30,404,5.18,-76.17,POINT (-76.17 5.18),RISARALDA
Restaurante 857,Mexicana,2.6,40,478,5.11,-76.41,POINT (-76.41 5.11),CHOCO
Restaurante 858,Francesa,3.5,39,452,3.75,-76.17,POINT (-76.17 3.75),VALLE DEL CAUCA
Restaurante 859,Francesa,1.2,43,254,5.11,-75.81,POINT (-75.81 5.11),CALDAS
Restaurante 860,Italiana,3.0,27,373,3.91,-75.89,POINT (-75.89 3.91),VALLE DEL CAUCA
Restaurante 861,Mexicana,4.5,21,132,5.39,-75.02,POINT (-75.02 5.39),CALDAS
Restaurante 862,Francesa,1.9,44,99,4.69,-75.41,POINT (-75.41 4.69),QUINDIO
Restaurante 863,Peruana,2.7,16,330,5.95,-76.41,POINT (-76.41 5.95),CHOCO
Restaurante 864,Peruana,4.8,49,215,5.73,-76.42,POINT (-76.42 5.73),CHOCO
Restaurante 865,Mexicana,2.7,34,292,5.57,-76.28,POINT (-76.28 5.57),CHOCO
Restaurante 866,Colombiana,2.4,15,426,5.5,-75.65,POINT (-75.65 5.5),CALDAS
Restaurante 867,Japonesa,2.8,10,213,5.08,-76.49,POINT (-76.49 5.08),CHOCO
Restaurante 868,Francesa,3.1,25,373,3.58,-75.31,POINT (-75.31 3.58),TOLIMA
Restaurante 869,Francesa,3.5,13,105,5.37,-75.63,POINT (-75.63 5.37),CALDAS
Restaurante 870,Mexicana,4.2,38,88,4.8,-75.17,POINT (-75.17 4.8),TOLIMA
Restaurante 871,Peruana,2.8,47,368,4.81,-74.77,POINT (-74.77 4.81),TOLIMA
Restaurante 872,Japonesa,4.3,37,177,4.54,-75.9,POINT (-75.9 4.54),VALLE DEL CAUCA
Restaurante 873,Colombiana,3.1,31,440,6.19,-76.12,POINT (-76.12 6.19),ANTIOQUIA
Restaurante 874,Francesa,2.4,17,171,4.15,-75.83,POINT (-75.83 4.15),QUINDIO
Restaurante 875,Italiana,3.6,41,296,4.35,-76.5,POINT (-76.5 4.35),VALLE DEL CAUCA
Restaurante 876,Peruana,3.9,42,235,6.29,-76.21,POINT (-76.21 6.29),ANTIOQUIA
Restaurante 877,Mexicana,3.2,22,257,5.83,-74.7,POINT (-74.7 5.83),ANTIOQUIA
Restaurante 878,Mexicana,1.2,36,364,3.44,-75.97,POINT (-75.97 3.44),TOLIMA
Restaurante 879,Peruana,1.7,27,353,6.12,-74.11,POINT (-74.11 6.12),SANTANDER
Restaurante 880,Francesa,2.1,27,438,4.08,-76.1,POINT (-76.1 4.08),VALLE DEL CAUCA
Restaurante 881,Colombiana,2.1,22,288,5.52,-74.61,POINT (-74.61 5.52),CUNDINAMARCA
Restaurante 882,Francesa,3.7,31,264,5.06,-74.81,POINT (-74.81 5.06),TOLIMA
Restaurante 883,Peruana,1.1,23,341,5.01,-75.73,POINT (-75.73 5.01),RISARALDA
Restaurante 884,China,4.0,20,273,5.55,-75.71,POINT (-75.71 5.55),ANTIOQUIA
Restaurante 885,Francesa,2.1,48,137,4.02,-75.15,POINT (-75.15 4.02),TOLIMA
Restaurante 886,Japonesa,2.2,31,74,3.88,-74.45,POINT (-74.45 3.88),CUNDINAMARCA
Restaurante 887,Peruana,3.1,45,478,5.36,-75.57,POINT (-75.57 5.36),CALDAS
Restaurante 888,Japonesa,1.9,26,269,4.27,-76.35,POINT (-76.35 4.27),VALLE DEL CAUCA
Restaurante 889,Peruana,4.5,41,324,6.32,-75.6,POINT (-75.6 6.32),ANTIOQUIA
Restaurante 890,China,1.3,23,184,4.75,-76.0,POINT (-76 4.75),VALLE DEL CAUCA
Restaurante 891,Japonesa,2.8,38,491,3.73,-74.25,POINT (-74.25 3.73),META
Restaurante 892,Japonesa,4.4,15,282,5.46,-74.83,POINT (-74.83 5.46),CALDAS
Restaurante 893,Italiana,3.5,13,115,4.32,-76.38,POINT (-76.38 4.32),VALLE DEL CAUCA
Restaurante 894,Mexicana,2.2,20,129,3.85,-75.8,POINT (-75.8 3.85),TOLIMA
Restaurante 895,Japonesa,2.7,49,472,4.67,-76.38,POINT (-76.38 4.67),CHOCO
Restaurante 896,Mexicana,3.8,19,304,6.29,-74.51,POINT (-74.51 6.29),ANTIOQUIA
Restaurante 897,Peruana,4.9,37,174,4.63,-74.32,POINT (-74.32 4.63),CUNDINAMARCA
Restaurante 898,Colombiana,4.6,20,195,4.44,-76.23,POINT (-76.23 4.44),VALLE DEL CAUCA
Restaurante 899,Francesa,2.4,44,152,4.73,-75.44,POINT (-75.44 4.73),RISARALDA
Restaurante 900,Italiana,5.0,24,434,3.44,-74.26,POINT (-74.26 3.44),META
Restaurante 901,Peruana,1.0,17,496,3.8,-76.15,POINT (-76.15 3.8),VALLE DEL CAUCA
Restaurante 902,China,1.1,29,436,5.95,-75.8,POINT (-75.8 5.95),ANTIOQUIA
Restaurante 903,Colombiana,4.3,30,432,6.33,-75.77,POINT (-75.77 6.33),ANTIOQUIA
Restaurante 904,Italiana,1.8,10,326,3.87,-76.43,POINT (-76.43 3.87),VALLE DEL CAUCA
Restaurante 905,Italiana,1.2,38,431,5.01,-76.41,POINT (-76.41 5.01),CHOCO
Restaurante 906,Peruana,1.9,33,173,6.3,-74.21,POINT (-74.21 6.3),SANTANDER
Restaurante 907,China,2.7,39,463,3.87,-75.13,POINT (-75.13 3.87),TOLIMA
Restaurante 908,China,3.9,49,316,3.96,-75.76,POINT (-75.76 3.96),TOLIMA
Restaurante 909,Mexicana,3.5,44,327,6.18,-75.59,POINT (-75.59 6.18),ANTIOQUIA
Restaurante 910,Francesa,2.0,42,160,5.52,-74.78,POINT (-74.78 5.52),CALDAS
Restaurante 911,Peruana,3.0,29,430,3.86,-75.62,POINT (-75.62 3.86),TOLIMA
Restaurante 912,Colombiana,4.7,25,362,4.58,-75.95,POINT (-75.95 4.58),VALLE DEL CAUCA
Restaurante 913,Francesa,4.3,18,138,3.57,-76.26,POINT (-76.26 3.57),VALLE DEL CAUCA
Restaurante 914,Colombiana,2.3,40,436,4.7,-74.75,POINT (-74.75 4.7),CUNDINAMARCA
Restaurante 915,Italiana,4.9,26,207,5.73,-76.07,POINT (-76.07 5.73),ANTIOQUIA
Restaurante 916,Japonesa,3.8,40,265,5.06,-76.33,POINT (-76.33 5.06),CHOCO
Restaurante 917,Japonesa,1.2,32,433,5.34,-75.48,POINT (-75.48 5.34),CALDAS
Restaurante 918,Peruana,1.1,15,350,4.38,-76.41,POINT (-76.41 4.38),VALLE DEL CAUCA
Restaurante 919,China,1.7,39,85,3.88,-74.18,POINT (-74.18 3.88),META
Restaurante 920,China,3.9,16,136,3.44,-74.99,POINT (-74.99 3.44),TOLIMA
Restaurante 921,Italiana,1.7,49,167,5.86,-76.13,POINT (-76.13 5.86),CHOCO
Restaurante 922,Italiana,3.0,20,377,5.31,-76.09,POINT (-76.09 5.31),RISARALDA
Restaurante 923,Colombiana,1.4,43,497,4.09,-75.13,POINT (-75.13 4.09),TOLIMA
Restaurante 924,Italiana,4.7,21,231,4.66,-75.64,POINT (-75.64 4.66),QUINDIO
Restaurante 925,Peruana,2.4,36,117,5.8,-74.64,POINT (-74.64 5.8),BOYACA
Restaurante 926,Colombiana,4.6,21,483,5.02,-75.19,POINT (-75.19 5.02),TOLIMA
Restaurante 927,Francesa,4.8,22,408,4.3,-75.46,POINT (-75.46 4.3),TOLIMA
Restaurante 928,China,1.0,17,208,4.2,-74.19,POINT (-74.19 4.2),BOGOTA D.C.
Restaurante 929,China,2.9,25,334,4.05,-75.56,POINT (-75.56 4.05),TOLIMA
Restaurante 930,Japonesa,1.1,38,492,5.87,-75.54,POINT (-75.54 5.87),ANTIOQUIA
Restaurante 931,Japonesa,4.6,44,213,5.15,-74.9,POINT (-74.9 5.15),TOLIMA
Restaurante 932,Peruana,3.1,38,410,5.53,-74.56,POINT (-74.56 5.53),CUNDINAMARCA
Restaurante 933,China,1.3,40,122,5.98,-75.0,POINT (-75 5.98),ANTIOQUIA
Restaurante 934,Peruana,1.4,22,168,6.36,-74.82,POINT (-74.82 6.36),ANTIOQUIA
Restaurante 935,Francesa,2.5,21,390,4.15,-75.6,POINT (-75.6 4.15),TOLIMA
Restaurante 936,Francesa,4.8,11,244,3.94,-75.35,POINT (-75.35 3.94),TOLIMA
Restaurante 937,Mexicana,3.8,42,138,4.79,-76.03,POINT (-76.03 4.79),VALLE DEL CAUCA
Restaurante 938,Colombiana,4.5,17,394,3.51,-74.87,POINT (-74.87 3.51),TOLIMA
Restaurante 939,Japonesa,2.5,49,125,5.78,-75.97,POINT (-75.97 5.78),ANTIOQUIA
Restaurante 940,Colombiana,1.2,41,270,6.05,-76.5,POINT (-76.5 6.05),CHOCO
Restaurante 941,Japonesa,4.9,47,188,5.46,-74.26,POINT (-74.26 5.46),CUNDINAMARCA
Restaurante 942,Mexicana,1.1,37,421,4.2,-75.77,POINT (-75.77 4.2),QUINDIO
Restaurante 943,China,4.8,24,444,3.77,-76.03,POINT (-76.03 3.77),VALLE DEL CAUCA
Restaurante 944,Peruana,2.5,32,290,4.55,-75.86,POINT (-75.86 4.55),QUINDIO
Restaurante 945,Colombiana,1.0,33,203,5.9,-75.71,POINT (-75.71 5.9),ANTIOQUIA
Restaurante 946,Japonesa,3.8,22,102,4.44,-75.36,POINT (-75.36 4.44),TOLIMA
Restaurante 947,Colombiana,4.9,30,191,3.5,-76.33,POINT (-76.33 3.5),VALLE DEL CAUCA
Restaurante 948,China,4.9,21,369,4.22,-76.37,POINT (-76.37 4.22),VALLE DEL CAUCA
Restaurante 949,Peruana,1.6,22,443,6.37,-75.8,POINT (-75.8 6.37),ANTIOQUIA
Restaurante 950,Italiana,1.7,48,80,5.43,-75.79,POINT (-75.79 5.43),CALDAS
Restaurante 951,Japonesa,3.3,32,272,6.1,-76.22,POINT (-76.22 6.1),CHOCO
Restaurante 952,Italiana,3.5,37,341,5.72,-75.53,POINT (-75.53 5.72),ANTIOQUIA
Restaurante 953,Mexicana,4.0,23,315,5.02,-75.82,POINT (-75.82 5.02),CALDAS
Restaurante 954,Peruana,1.7,26,331,3.85,-76.44,POINT (-76.44 3.85),VALLE DEL CAUCA
Restaurante 955,Francesa,4.8,33,325,4.45,-74.37,POINT (-74.37 4.45),CUNDINAMARCA
Restaurante 956,Colombiana,3.6,43,430,5.15,-74.37,POINT (-74.37 5.15),CUNDINAMARCA
Restaurante 957,Japonesa,4.4,31,93,6.01,-76.0,POINT (-76 6.01),ANTIOQUIA
Restaurante 958,Colombiana,3.2,19,111,4.21,-76.11,POINT (-76.11 4.21),VALLE DEL CAUCA
Restaurante 959,Mexicana,2.7,17,250,3.76,-75.19,POINT (-75.19 3.76),TOLIMA
Restaurante 960,Mexicana,4.9,30,384,5.08,-74.99,POINT (-74.99 5.08),TOLIMA
Restaurante 961,Colombiana,3.3,46,58,3.93,-74.2,POINT (-74.2 3.93),META
Restaurante 962,Japonesa,4.5,16,120,5.23,-75.59,POINT (-75.59 5.23),CALDAS
Restaurante 963,Peruana,4.8,35,139,4.19,-75.02,POINT (-75.02 4.19),TOLIMA
Restaurante 964,China,3.7,22,73,4.09,-74.39,POINT (-74.39 4.09),CUNDINAMARCA
Restaurante 965,Peruana,3.2,25,189,4.6,-75.42,POINT (-75.42 4.6),TOLIMA
Restaurante 966,China,1.0,39,365,5.18,-76.21,POINT (-76.21 5.18),RISARALDA
Restaurante 967,Francesa,1.2,40,389,5.04,-75.59,POINT (-75.59 5.04),CALDAS
Restaurante 968,Peruana,1.8,14,425,4.13,-76.17,POINT (-76.17 4.13),VALLE DEL CAUCA
Restaurante 969,Colombiana,1.7,41,127,6.07,-76.46,POINT (-76.46 6.07),CHOCO
Restaurante 970,Colombiana,2.0,25,263,3.73,-74.7,POINT (-74.7 3.73),TOLIMA
Restaurante 971,Japonesa,2.2,18,65,3.52,-75.93,POINT (-75.93 3.52),TOLIMA
Restaurante 972,Colombiana,2.4,31,78,5.21,-76.5,POINT (-76.5 5.21),CHOCO
Restaurante 973,Japonesa,2.7,49,465,3.77,-74.41,POINT (-74.41 3.77),BOGOTA D.C.
Restaurante 974,Colombiana,1.4,46,424,4.91,-75.43,POINT (-75.43 4.91),CALDAS
Restaurante 975,Mexicana,1.2,23,340,6.26,-75.93,POINT (-75.93 6.26),ANTIOQUIA
Restaurante 976,Italiana,3.7,25,92,5.5,-75.87,POINT (-75.87 5.5),ANTIOQUIA
Restaurante 977,Colombiana,3.1,29,401,5.25,-75.92,POINT (-75.92 5.25),RISARALDA
Restaurante 978,Italiana,2.8,24,424,5.12,-76.03,POINT (-76.03 5.12),RISARALDA
Restaurante 979,China,3.5,35,102,3.94,-74.48,POINT (-74.48 3.94),CUNDINAMARCA
Restaurante 980,Francesa,4.3,18,325,4.7,-76.09,POINT (-76.09 4.7),VALLE DEL CAUCA
Restaurante 981,Peruana,2.7,10,420,4.43,-75.15,POINT (-75.15 4.43),TOLIMA
Restaurante 982,Peruana,3.6,44,281,6.26,-76.31,POINT (-76.31 6.26),ANTIOQUIA
Restaurante 983,China,4.8,29,261,4.13,-74.22,POINT (-74.22 4.13),BOGOTA D.C.
Restaurante 984,Colombiana,4.4,15,57,4.81,-75.05,POINT (-75.05 4.81),TOLIMA
Restaurante 985,Peruana,2.7,19,171,6.21,-74.33,POINT (-74.33 6.21),SANTANDER
Restaurante 986,Japonesa,3.6,42,91,5.77,-75.55,POINT (-75.55 5.77),ANTIOQUIA
Restaurante 987,China,1.7,25,382,6.29,-74.55,POINT (-74.55 6.29),ANTIOQUIA
Restaurante 988,Mexicana,3.2,45,282,5.22,-74.45,POINT (-74.45 5.22),CUNDINAMARCA
Restaurante 989,Italiana,4.9,15,119,4.4,-74.81,POINT (-74.81 4.4),CUNDINAMARCA
Restaurante 990,Japonesa,3.1,28,416,5.88,-76.28,POINT (-76.28 5.88),CHOCO
Restaurante 991,Peruana,4.7,40,65,4.27,-76.46,POINT (-76.46 4.27),VALLE DEL CAUCA
Restaurante 992,Japonesa,2.6,11,118,3.89,-76.1,POINT (-76.1 3.89),VALLE DEL CAUCA
Restaurante 993,Colombiana,5.0,27,102,5.52,-76.22,POINT (-76.22 5.52),CHOCO
Restaurante 994,Mexicana,3.3,37,222,5.32,-74.76,POINT (-74.76 5.32),CALDAS
Restaurante 995,Italiana,1.2,13,484,6.04,-75.16,POINT (-75.16 6.04),ANTIOQUIA
Restaurante 996,Mexicana,3.3,10,311,6.29,-75.24,POINT (-75.24 6.29),ANTIOQUIA
Restaurante 997,China,2.1,25,428,5.97,-75.89,POINT (-75.89 5.97),ANTIOQUIA
Restaurante 998,Colombiana,1.1,11,338,3.58,-76.13,POINT (-76.13 3.58),VALLE DEL CAUCA
Restaurante 999,Japonesa,4.3,45,64,5.39,-76.0,POINT (-76 5.39),RISARALDA
Restaurante 1000,Japonesa,2.1,10,319,5.75,-75.54,POINT (-75.54 5.75),ANTIOQUIA
